person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
26,64000,0,2.0,4,3,8000,14.96,0.13,1,2,0
24,26400,3,3.0,2,1,9000,11.49,0.34,0,3,1
24,64000,0,8.0,5,1,4800,12.21,0.07,0,4,0
22,64000,0,5.0,3,0,2000,9.32,0.03,0,4,0
21,26785,3,6.0,3,0,9000,7.9,0.34,0,4,1
26,58000,0,1.0,3,3,25000,13.55,0.43,1,4,1
23,58000,0,7.0,3,2,7200,11.97,0.12,0,3,1
23,26976,3,4.0,4,0,9000,7.51,0.33,0,4,1
23,27600,3,3.0,5,2,9000,13.98,0.33,1,3,1
22,28800,3,5.0,3,1,9000,10.99,0.31,0,2,1
22,30000,3,0.0,2,2,9000,13.49,0.3,1,4,1
25,30000,3,9.0,0,3,9000,17.58,0.3,1,4,1
22,30000,3,2.0,1,1,9000,10.99,0.3,0,3,0
21,30000,3,5.0,3,2,9000,12.99,0.3,1,2,0
26,30000,3,8.0,1,0,9000,5.99,0.3,0,2,1
26,64212,0,5.0,4,2,9600,14.27,0.15,1,2,0
22,64260,0,6.0,4,2,9200,13.43,0.14,1,3,0
26,64260,0,3.0,3,0,4500,8.94,0.07,0,2,0
22,64312,0,4.0,5,3,5000,14.91,0.08,1,4,0
23,30000,3,2.0,3,3,9000,14.61,0.3,1,4,1
24,31200,3,7.0,4,1,9000,10.38,0.29,0,4,0
23,64500,0,0.0,3,0,10000,10.99,0.16,0,4,0
23,64500,0,6.0,3,1,7000,10.99,0.11,0,2,0
23,64500,0,4.0,1,0,5000,10.99,0.08,0,2,0
24,64500,0,8.0,1,2,1200,14.72,0.02,0,2,0
25,64500,2,4.0,4,2,12000,13.48,0.19,1,4,0
23,64500,0,8.0,1,1,10000,12.18,0.16,0,4,0
21,64500,0,2.0,1,1,15000,11.83,0.23,0,2,0
21,33000,3,5.0,1,1,9000,12.69,0.27,0,3,0
22,33000,3,6.0,1,1,9000,11.99,0.27,0,4,0
25,33000,3,3.0,4,0,9000,5.79,0.27,0,3,0
25,33000,3,5.0,3,0,9000,7.14,0.27,0,2,0
21,33600,3,5.0,4,1,9000,11.86,0.27,0,4,1
22,33600,3,6.0,4,3,9000,10.99,0.27,0,4,1
24,34000,3,0.0,0,1,9000,11.83,0.26,0,4,0
24,64656,0,8.0,1,1,14500,10.99,0.22,0,4,0
24,34000,3,2.0,0,2,9000,13.16,0.26,0,3,0
26,34320,3,2.0,1,0,9000,6.62,0.26,0,2,1
23,29000,3,2.0,1,1,9000,11.71,0.31,0,2,1
26,64700,0,5.0,2,2,17500,10.99,0.27,1,2,0
25,64800,0,9.0,1,1,4500,10.65,0.07,0,2,0
21,35000,3,5.0,3,0,9000,8.94,0.26,0,3,0
26,64800,0,5.0,3,1,2000,11.99,0.03,0,4,0
22,29000,3,7.0,3,1,9000,10.99,0.31,0,2,1
23,64800,0,7.0,4,2,4000,13.99,0.06,1,2,0
23,36000,3,3.0,1,1,9000,9.99,0.25,0,2,0
24,64800,0,5.0,5,0,11000,5.79,0.17,0,3,0
23,36000,3,4.0,0,1,9000,11.11,0.25,0,3,0
23,64800,0,7.0,0,2,2400,13.23,0.04,0,2,0
26,64800,2,11.0,3,0,3000,10.99,0.05,0,4,0
22,58800,0,4.0,4,3,23500,15.33,0.4,0,2,1
22,36000,3,3.0,1,2,9000,10.99,0.25,1,2,0
24,30000,3,0.0,1,3,9000,15.58,0.3,0,3,1
26,64956,0,0.0,0,2,7500,13.47,0.12,1,3,0
26,64992,0,1.0,0,0,4000,9.63,0.06,0,4,0
26,64999,0,11.0,5,1,15000,10.99,0.23,0,2,0
26,64999,2,5.0,5,2,10000,13.98,0.15,1,3,0
22,64999,0,6.0,5,3,2500,14.61,0.04,0,2,0
26,65000,0,9.0,4,3,3000,18.25,0.05,1,4,0
26,30000,3,0.0,0,3,9000,15.65,0.3,1,4,1
23,36000,3,6.0,5,2,9000,10.78,0.25,1,4,0
23,65000,0,7.0,1,0,10500,6.03,0.16,0,4,0
21,36120,3,5.0,5,1,9000,10.39,0.25,0,2,0
25,59000,0,4.0,4,3,3000,16.29,0.05,1,3,1
24,37000,3,5.0,5,0,9000,7.14,0.24,0,2,0
26,65000,0,2.0,2,0,10000,6.62,0.15,0,3,0
22,37500,3,0.0,3,1,9000,9.63,0.24,0,4,0
24,65000,0,2.0,5,1,12000,12.69,0.18,0,4,0
23,65000,0,0.0,1,0,8200,6.62,0.13,0,4,0
25,65000,0,0.0,5,0,12000,7.9,0.18,0,4,0
23,65000,2,6.0,4,1,6000,10.65,0.09,0,2,0
23,65000,0,0.0,3,0,10200,7.9,0.16,0,3,0
24,38400,3,6.0,0,0,9000,7.9,0.23,0,2,0
22,38500,3,1.0,3,1,9000,10.83,0.23,0,2,0
23,33359,3,2.0,1,0,9000,10.99,0.27,0,4,1
23,39600,3,7.0,4,1,9000,11.99,0.23,0,3,0
24,33996,3,1.0,1,4,9000,16.0,0.26,1,2,1
26,65000,0,1.0,2,1,17000,9.91,0.26,0,2,0
24,40000,3,1.0,5,1,9000,11.99,0.23,0,4,0
22,40000,3,2.0,1,1,9000,10.59,0.23,0,4,0
24,65000,0,3.0,4,1,12000,9.91,0.18,0,3,0
23,40000,3,4.0,5,0,9000,7.49,0.23,0,3,0
23,40000,3,1.0,1,2,9000,12.61,0.23,1,2,0
23,34000,3,5.0,3,4,9000,17.06,0.26,1,4,1
24,65000,0,8.0,4,1,6300,11.71,0.1,0,2,0
22,65000,0,0.0,4,0,7200,8.9,0.11,0,2,0
25,40000,3,1.0,4,2,9000,12.53,0.23,0,2,0
26,65000,0,11.0,5,0,12000,7.9,0.18,0,2,0
23,65000,0,0.0,4,0,12000,7.9,0.18,0,3,0
24,65000,0,3.0,1,0,6000,6.03,0.09,0,3,0
23,35500,3,2.0,2,3,9000,15.99,0.25,1,2,1
24,65000,0,8.0,0,1,6600,10.65,0.1,0,2,0
24,65000,0,8.0,5,3,7200,17.58,0.11,1,4,0
25,59000,0,9.0,0,0,5000,6.03,0.08,0,2,1
26,65000,0,10.0,1,0,5000,7.51,0.08,0,2,0
21,65000,0,5.0,5,0,10000,6.03,0.15,0,3,0
23,42000,3,7.0,5,0,9000,8.49,0.21,0,4,0
24,65000,0,2.0,4,1,8000,12.69,0.12,0,2,0
21,65000,0,5.0,0,1,2200,12.42,0.03,0,3,0
23,42000,3,3.0,0,0,9000,7.51,0.21,0,4,0
23,65000,0,7.0,0,0,7425,6.03,0.11,0,4,0
21,36140,3,5.0,1,0,9000,8.94,0.25,0,2,1
26,42600,3,3.0,4,3,9000,14.96,0.21,0,2,0
25,42900,3,9.0,3,0,9000,6.76,0.21,0,4,0
24,65000,0,9.0,4,2,4200,15.27,0.06,0,2,0
26,65000,0,2.0,5,3,8000,17.27,0.12,1,3,0
26,43000,3,0.0,4,2,9000,13.85,0.21,1,4,0
22,43200,3,4.0,1,3,9000,14.54,0.21,1,4,0
23,65000,0,3.0,3,0,7000,7.9,0.11,0,4,0
23,43200,3,0.0,1,0,9000,6.17,0.21,0,3,0
24,65000,0,8.0,4,0,3300,7.51,0.05,0,4,0
26,44000,3,4.0,0,1,9000,10.99,0.2,0,2,0
25,44000,3,9.0,3,0,9000,7.29,0.2,0,3,0
25,44000,3,0.0,3,0,9000,8.94,0.2,0,3,0
25,44640,3,4.0,4,1,9000,10.65,0.2,0,4,0
23,45000,3,7.0,1,1,9000,10.65,0.2,0,2,0
25,65000,0,3.0,1,2,10000,12.99,0.15,0,2,0
22,45000,3,7.0,4,0,9000,7.9,0.2,0,3,0
23,45000,3,4.0,1,0,9000,5.99,0.2,0,3,0
21,45000,3,3.0,3,0,9000,8.49,0.2,0,3,0
22,45000,3,0.0,1,2,9000,14.26,0.2,1,3,0
22,65000,0,6.0,1,0,12800,5.99,0.2,0,4,0
23,65000,0,1.0,5,0,7000,8.49,0.11,0,4,0
26,65000,2,1.0,2,2,4800,13.49,0.07,1,2,0
22,45000,3,0.0,1,1,9000,11.48,0.2,0,4,0
26,59000,0,5.0,3,3,8000,15.99,0.14,1,2,1
26,45000,3,0.0,0,1,9000,10.39,0.2,0,2,0
22,45004,3,1.0,4,2,9000,14.35,0.2,1,4,0
26,65000,0,5.0,0,0,5000,5.42,0.08,0,4,0
25,39512,3,3.0,5,2,9000,15.23,0.23,0,4,1
23,65000,0,5.0,1,1,4000,11.49,0.06,0,4,0
24,65000,2,6.0,4,3,4400,16.89,0.07,0,2,0
23,65000,0,5.0,5,0,16500,7.49,0.25,0,3,0
23,65000,0,8.0,5,0,3600,7.49,0.06,0,3,0
24,45888,3,5.0,3,0,9000,5.79,0.2,0,3,0
26,46000,3,4.0,4,0,9000,7.14,0.2,0,3,0
24,46000,3,4.0,4,2,9000,13.22,0.2,0,3,0
23,46200,3,5.0,4,1,9000,9.99,0.19,0,3,0
25,46500,3,9.0,3,2,9000,10.99,0.19,0,3,0
24,46704,3,2.0,1,1,9000,11.49,0.19,0,4,0
25,47000,3,1.0,0,0,9000,7.51,0.19,0,3,0
22,47840,3,0.0,1,2,9000,12.53,0.19,0,4,0
23,65000,0,0.0,0,1,18000,9.99,0.28,0,4,0
22,48000,3,2.0,0,0,9000,7.88,0.19,0,2,0
22,65000,2,6.0,5,1,7000,11.49,0.11,0,4,0
26,65000,0,9.0,1,0,20500,6.99,0.32,0,2,0
26,48000,3,7.0,4,0,9000,8.94,0.19,0,3,0
25,48000,3,3.0,4,2,9000,13.79,0.19,1,2,0
22,49500,3,0.0,4,2,9000,14.35,0.18,1,4,0
24,65000,0,5.0,1,1,9600,11.99,0.15,0,3,0
25,50000,3,5.0,0,1,9000,12.69,0.18,0,3,0
25,65000,0,1.0,4,0,12000,7.49,0.18,0,4,0
24,65000,0,1.0,4,1,6000,10.99,0.09,0,2,0
26,65000,0,10.0,2,0,8000,6.99,0.12,0,3,0
20,65000,0,4.0,1,1,4800,9.99,0.07,0,2,0
23,50000,3,7.0,4,1,9000,12.18,0.18,0,4,0
26,50004,3,0.0,1,0,9000,6.17,0.18,0,4,0
26,50200,3,1.0,2,0,9000,7.66,0.18,0,3,0
26,50760,3,3.0,0,0,9000,8.94,0.18,0,2,0
24,65000,0,0.0,1,0,14000,8.49,0.22,0,3,0
23,65000,0,5.0,0,0,2275,10.99,0.04,0,2,0
25,65000,0,3.0,2,1,1200,10.99,0.02,0,2,0
24,65000,0,0.0,3,1,8000,10.99,0.12,0,3,0
23,51000,3,2.0,1,1,9000,10.99,0.18,0,2,0
24,51000,3,3.0,3,0,9000,5.79,0.18,0,3,0
22,51000,3,4.0,1,3,9000,15.33,0.18,0,4,0
23,65000,0,0.0,1,2,8500,15.23,0.13,1,3,0
26,51400,3,4.0,0,2,9000,13.61,0.18,0,2,0
23,65000,0,7.0,3,0,7000,6.99,0.11,0,4,0
26,65000,0,3.0,2,1,12000,10.99,0.18,0,4,0
26,51840,3,9.0,1,0,9000,8.0,0.17,0,4,0
23,52000,3,0.0,5,1,9000,12.69,0.17,0,2,0
24,65000,0,3.0,1,0,8000,5.99,0.12,0,2,0
22,52000,3,0.0,3,1,9000,10.65,0.17,0,3,0
22,65000,0,6.0,0,0,8000,6.99,0.12,0,3,0
26,65000,0,7.0,2,1,14400,9.99,0.22,0,3,0
23,65000,0,4.0,0,0,5400,8.9,0.08,0,3,0
23,65000,0,7.0,1,0,10000,7.49,0.15,0,2,0
23,65000,0,4.0,1,3,13600,15.62,0.21,1,2,0
21,52000,3,0.0,1,1,9000,11.83,0.17,0,4,0
22,52000,3,6.0,4,3,9000,14.11,0.17,1,3,0
24,65000,0,7.0,4,0,1525,5.42,0.02,0,3,0
24,52800,3,2.0,5,0,9000,7.9,0.17,0,2,0
24,52800,3,8.0,0,0,9000,7.49,0.17,0,4,0
23,53000,3,0.0,5,2,9000,12.09,0.17,1,3,0
23,53664,3,1.0,0,1,9000,12.21,0.17,0,4,0
23,65000,0,2.0,0,0,7000,8.49,0.11,0,3,0
24,65000,2,8.0,4,0,6000,6.99,0.09,0,2,0
22,54000,3,4.0,0,2,9000,15.96,0.17,1,3,0
26,65000,0,0.0,0,0,4000,5.42,0.06,0,3,0
24,65000,0,8.0,4,1,10000,11.99,0.15,0,4,0
26,65000,0,8.0,2,0,11500,7.49,0.18,0,4,0
25,48000,3,7.0,2,3,9000,15.05,0.19,1,3,1
24,65000,0,8.0,2,0,2000,5.42,0.03,0,3,0
22,59000,0,7.0,2,3,4900,15.62,0.08,1,4,1
25,55000,3,9.0,1,1,9000,10.99,0.16,0,4,0
24,65000,0,7.0,0,1,20000,10.99,0.31,0,3,0
25,55000,3,5.0,2,1,9000,11.11,0.16,0,2,0
21,59000,0,5.0,2,1,5000,9.99,0.08,0,2,1
24,65000,0,9.0,2,0,5500,5.79,0.08,0,3,0
26,55000,3,0.0,5,0,9000,10.99,0.16,0,2,0
26,65000,0,3.0,5,0,10000,7.29,0.15,0,3,0
24,65000,0,8.0,3,0,10000,5.79,0.15,0,2,0
24,55000,3,2.0,2,2,9000,14.72,0.16,1,2,0
23,65000,0,1.0,4,1,10800,10.0,0.17,0,4,0
26,45000,3,2.0,0,0,9050,7.29,0.2,0,3,0
26,38400,3,8.0,5,3,9100,15.37,0.24,1,2,0
23,43200,3,2.0,5,3,9100,13.24,0.21,0,2,1
24,54996,3,6.0,3,1,9100,10.99,0.17,0,2,0
22,57500,3,1.0,0,1,9100,11.49,0.16,0,4,0
25,65000,0,9.0,4,0,5000,7.29,0.08,0,4,0
22,30000,3,6.0,3,1,9150,10.59,0.3,0,2,0
24,65000,2,8.0,1,0,9000,7.29,0.14,0,4,0
22,22800,3,4.0,4,1,9200,9.88,0.4,0,2,1
24,65000,0,8.0,2,0,10000,7.66,0.15,0,4,0
22,65000,0,2.0,5,1,10000,11.11,0.15,0,3,0
26,29000,3,10.0,0,0,9200,7.49,0.32,0,3,1
21,30000,3,6.0,0,0,9200,6.62,0.31,0,3,1
24,65000,0,7.0,5,0,6000,5.42,0.09,0,3,0
21,43000,3,2.0,3,0,9200,8.94,0.21,0,2,0
23,65000,2,8.0,4,2,9600,14.17,0.15,1,4,0
22,50000,3,0.0,1,0,9200,6.92,0.18,0,4,0
23,50000,3,5.0,1,4,9200,15.68,0.18,0,2,0
23,65000,0,7.0,5,1,13750,9.62,0.21,0,3,0
24,65000,0,2.0,1,3,20000,14.09,0.31,1,3,0
23,65000,0,0.0,5,1,7300,9.99,0.11,0,3,0
22,62000,3,6.0,4,2,9200,12.98,0.15,0,3,0
23,66000,3,0.0,3,1,9200,11.86,0.14,0,2,0
24,77385,3,6.0,0,0,9200,6.03,0.12,0,3,0
22,65000,0,0.0,3,1,3000,10.36,0.05,0,3,0
25,59000,0,4.0,2,2,3600,12.98,0.06,0,3,1
21,59000,0,5.0,3,1,25000,9.99,0.42,0,4,1
25,82000,3,2.0,3,0,9200,6.03,0.11,0,3,0
22,63000,3,5.0,1,0,9225,5.99,0.15,0,4,0
24,65000,2,8.0,5,0,12000,6.17,0.18,0,4,0
21,13000,3,0.0,0,2,9250,12.53,0.71,0,3,1
25,65000,2,1.0,5,2,12000,12.61,0.18,1,4,0
23,24000,3,0.0,5,0,9250,6.54,0.39,0,3,1
22,24000,3,1.0,2,0,9250,8.94,0.39,0,2,1
25,24996,3,2.0,1,0,9250,8.59,0.37,0,4,1
25,25000,3,8.0,5,1,9250,10.75,0.37,0,3,1
25,25716,3,1.0,3,0,9250,6.54,0.36,0,3,1
21,65000,2,5.0,3,0,5000,5.79,0.08,0,4,0
22,65000,0,4.0,1,2,10000,13.35,0.15,0,4,0
24,65000,0,5.0,3,1,2000,9.62,0.03,0,3,0
23,65000,0,7.0,1,0,9000,7.88,0.14,0,3,0
22,27120,3,5.0,0,2,9250,13.11,0.34,1,4,1
21,65000,0,2.0,5,1,8400,11.86,0.13,0,4,0
24,65000,2,6.0,1,0,3500,6.76,0.05,0,4,0
23,65000,0,7.0,5,0,6250,6.76,0.1,0,2,0
24,27456,3,1.0,3,2,9250,12.87,0.34,0,3,1
23,65000,2,7.0,3,2,10000,13.98,0.15,0,4,0
25,65000,0,2.0,3,1,10000,10.75,0.15,0,4,0
25,65000,0,3.0,5,2,7000,14.72,0.11,0,3,0
25,65000,0,1.0,4,1,15000,11.12,0.23,0,4,0
23,28800,3,1.0,5,2,9250,14.35,0.32,1,3,1
24,65000,0,3.0,0,2,7000,13.61,0.11,1,3,0
24,28800,3,3.0,0,2,9250,13.57,0.32,0,3,1
22,65000,0,2.0,0,1,13000,10.38,0.2,0,2,0
22,65000,0,2.0,4,2,13000,14.35,0.2,1,4,0
22,31000,3,7.0,3,3,9250,14.11,0.3,0,4,1
22,32400,3,6.0,3,3,9250,14.46,0.29,1,4,1
23,36707,3,3.0,4,3,9250,16.32,0.25,1,4,0
24,65000,0,6.0,4,1,11000,11.49,0.17,0,2,0
21,39000,3,5.0,4,1,9250,9.91,0.24,0,4,0
23,65000,0,7.0,5,0,14400,7.51,0.22,0,3,0
23,65000,0,7.0,1,0,5500,7.88,0.08,0,3,0
23,40000,3,7.0,1,3,9250,16.07,0.23,0,2,0
26,65000,0,11.0,2,0,10950,7.88,0.17,0,2,0
22,65000,0,6.0,3,1,3800,11.12,0.06,0,4,0
26,65000,0,6.0,5,4,22000,17.19,0.34,0,2,0
22,66800,3,2.0,0,0,9300,10.99,0.14,0,3,0
26,59000,0,4.0,1,1,9800,11.49,0.17,0,4,1
25,65000,0,6.0,3,1,15000,11.86,0.23,0,3,0
25,65000,2,3.0,5,0,8700,7.88,0.13,0,3,0
22,65000,0,6.0,1,0,10000,7.88,0.15,0,2,0
23,70522,3,7.0,3,2,9325,10.91,0.13,1,3,0
23,65000,0,4.0,3,0,7000,7.14,0.11,0,3,0
22,50000,3,4.0,1,0,9350,7.49,0.19,0,3,0
24,65000,0,5.0,5,0,8000,7.51,0.12,0,4,0
22,30000,3,1.0,4,1,9375,11.71,0.31,0,2,1
22,65000,0,4.0,0,2,8100,13.11,0.12,0,4,0
22,65000,0,6.0,5,1,6000,10.99,0.09,0,2,0
25,59000,0,9.0,1,1,20000,11.36,0.34,0,2,1
26,59000,0,2.0,2,2,20000,13.48,0.34,1,3,1
24,65000,0,8.0,4,0,2500,6.39,0.04,0,3,0
26,45500,3,2.0,1,1,9400,9.91,0.21,0,2,0
23,44000,3,2.0,5,4,9400,16.32,0.21,1,3,1
26,65000,0,4.0,1,1,6000,11.36,0.09,0,4,0
24,65000,2,3.0,4,1,6000,11.36,0.09,0,2,0
24,65000,0,0.0,0,2,3000,12.73,0.05,0,3,0
23,50400,3,5.0,1,1,9400,9.99,0.19,0,4,0
22,45000,3,6.0,3,2,9425,13.49,0.21,1,2,0
23,65000,0,2.0,0,1,4400,11.36,0.07,0,4,0
24,25000,3,3.0,3,0,9450,6.62,0.38,0,4,1
23,65000,0,3.0,4,0,8000,7.14,0.12,0,4,0
21,26000,3,1.0,0,3,9450,16.77,0.36,0,2,1
24,65000,0,1.0,1,0,8500,7.51,0.13,0,2,0
24,33600,3,2.0,4,0,9450,7.66,0.28,0,2,1
24,65000,0,7.0,5,3,14000,15.31,0.22,1,4,0
26,34200,3,9.0,3,3,9450,15.62,0.28,0,3,1
25,19200,3,1.0,5,0,9500,7.88,0.49,0,4,1
26,65000,2,3.0,3,2,7000,13.92,0.11,1,3,0
22,65000,2,6.0,3,2,3000,13.92,0.05,1,4,0
21,20000,3,2.0,5,0,9500,8.9,0.47,0,4,1
23,65000,0,7.0,1,1,6000,11.48,0.09,0,4,0
23,65000,0,4.0,1,0,7500,8.59,0.12,0,3,0
24,23040,3,0.0,0,5,9500,19.04,0.41,1,4,1
22,27000,3,0.0,0,3,9500,15.33,0.35,1,3,1
24,28000,3,1.0,3,0,9500,5.99,0.34,0,3,1
26,28000,3,4.0,3,0,9500,8.94,0.34,0,4,1
24,30000,3,1.0,5,2,9500,13.92,0.32,0,2,1
22,32000,3,5.0,4,2,9500,13.57,0.3,0,3,0
23,65000,0,2.0,1,1,20000,12.18,0.31,0,4,0
24,37157,3,4.0,3,1,9500,10.99,0.26,0,2,0
24,65000,0,1.0,3,0,10000,8.59,0.15,0,3,0
23,34000,3,1.0,5,2,9500,10.99,0.28,0,3,1
24,59000,2,2.0,3,4,12000,17.74,0.2,1,2,1
22,59000,1,3.0,3,3,12000,10.99,0.2,1,3,1
22,65000,0,6.0,5,0,17000,8.94,0.26,0,2,0
23,41000,3,5.0,1,0,9500,7.88,0.23,0,2,0
23,44064,3,0.0,1,1,9500,11.26,0.22,0,2,0
25,46000,3,1.0,3,1,9500,10.99,0.21,0,3,0
25,46500,3,5.0,1,0,9500,6.76,0.2,0,3,0
23,40574,3,2.0,2,3,9500,14.74,0.23,1,4,1
26,47000,3,5.0,4,2,9500,12.87,0.2,0,4,0
25,65000,0,0.0,2,1,15000,11.48,0.23,0,4,0
22,65000,2,1.0,5,3,5000,15.37,0.08,0,4,0
22,59000,1,1.0,0,3,15000,10.99,0.25,1,2,1
24,48602,3,0.0,3,2,9500,12.73,0.2,0,4,0
24,59000,0,3.0,0,2,6800,12.53,0.12,1,4,1
22,65000,0,6.0,5,0,1500,9.32,0.02,0,2,0
22,50000,3,6.0,3,0,9500,6.99,0.19,0,2,0
24,52500,3,1.0,1,2,9500,14.79,0.18,1,3,0
26,65000,0,6.0,3,1,9250,10.99,0.14,0,2,0
23,54000,3,7.0,3,2,9500,14.65,0.18,0,2,0
26,54011,3,10.0,1,3,9500,16.29,0.18,0,2,0
24,55000,3,5.0,5,0,9500,9.63,0.17,0,4,0
23,65000,0,2.0,1,1,15000,10.95,0.23,0,3,0
25,65000,0,6.0,4,2,7500,13.47,0.12,0,4,0
22,56400,3,2.0,0,0,9500,8.9,0.17,0,4,0
22,59000,0,3.0,0,3,19750,14.11,0.33,1,3,1
25,57000,3,2.0,1,0,9500,6.17,0.17,0,4,0
25,57000,3,1.0,2,1,9500,12.53,0.17,0,4,0
25,65000,0,0.0,0,0,2000,7.37,0.03,0,2,0
22,65000,0,4.0,1,0,9000,9.63,0.14,0,3,0
25,61000,3,4.0,5,0,9500,7.51,0.16,0,2,0
25,68000,3,2.0,0,0,9500,7.14,0.14,0,3,0
26,65000,0,4.0,1,1,5000,11.89,0.08,0,4,0
23,65000,0,7.0,5,2,17600,12.72,0.27,0,3,0
24,58650,3,4.0,3,3,9500,16.49,0.14,0,3,1
22,69000,3,1.0,2,3,9500,15.33,0.14,1,4,1
26,65000,0,6.0,1,0,6000,9.07,0.09,0,3,0
24,70446,3,1.0,4,0,9550,7.49,0.14,0,3,0
22,65000,0,1.0,4,1,7500,10.08,0.12,0,4,0
23,65000,0,7.0,1,1,5125,10.71,0.08,0,4,0
25,65000,2,9.0,4,2,7000,11.66,0.11,1,4,0
22,43000,3,1.0,0,0,9575,6.62,0.22,0,3,0
22,21600,3,0.0,1,0,9600,7.49,0.44,0,2,1
23,22000,3,3.0,1,2,9600,13.16,0.44,0,2,1
25,24000,3,9.0,4,1,9600,11.71,0.4,0,4,1
21,24000,3,4.0,2,2,9600,14.27,0.4,0,4,1
23,24000,3,4.0,4,1,9600,9.99,0.4,0,4,1
23,65000,0,1.0,1,4,15000,14.5,0.23,0,4,0
23,65000,0,7.0,1,0,4000,7.75,0.06,0,2,0
23,65000,0,0.0,4,0,12800,8.38,0.2,0,2,0
23,65000,0,7.0,4,0,5000,7.43,0.08,0,4,0
22,65004,0,5.0,5,0,12500,6.03,0.19,0,4,0
22,65004,0,6.0,3,0,5500,6.03,0.08,0,2,0
24,65004,0,8.0,2,2,3600,13.49,0.06,1,4,0
21,28800,3,1.0,1,1,9600,10.37,0.33,0,3,1
22,65004,2,3.0,5,1,4000,10.99,0.06,0,3,0
21,65004,0,5.0,0,1,5000,9.99,0.08,0,3,0
23,33280,3,2.0,5,2,9600,10.99,0.29,0,4,0
26,33996,3,1.0,3,1,9600,9.88,0.28,0,2,0
25,65004,0,9.0,3,0,4500,6.92,0.07,0,2,0
22,65004,0,5.0,1,0,6500,10.99,0.1,0,2,0
22,65004,0,6.0,3,1,6500,9.25,0.1,0,4,0
26,65004,0,7.0,2,1,20000,10.36,0.31,0,3,0
25,34000,3,3.0,3,0,9600,7.88,0.28,0,4,0
23,34560,3,5.0,0,3,9600,16.02,0.28,1,3,1
22,34800,3,7.0,4,6,9600,19.16,0.28,1,2,1
25,35000,3,5.0,5,1,9600,9.91,0.27,0,2,0
23,65004,0,7.0,4,0,15000,7.88,0.23,0,3,0
22,35000,3,1.0,1,1,9600,11.99,0.27,0,4,0
23,35400,3,4.0,5,1,9600,11.89,0.27,0,2,0
21,65004,0,5.0,3,0,1500,7.88,0.02,0,4,0
24,30000,3,0.0,3,3,9600,14.91,0.32,1,4,1
22,65004,0,0.0,1,2,13000,13.23,0.2,0,2,0
26,36996,3,8.0,4,2,9600,11.97,0.26,1,4,0
25,31000,3,5.0,0,3,9600,16.77,0.31,0,3,1
23,65004,2,5.0,5,2,7000,12.87,0.11,1,2,0
21,37740,3,0.0,0,2,9600,13.11,0.25,1,4,0
26,65004,0,10.0,2,1,5000,11.58,0.08,0,3,0
23,31800,3,7.0,4,2,9600,13.48,0.3,1,3,1
25,65004,0,1.0,3,2,5000,13.47,0.08,1,3,0
24,40000,3,2.0,5,2,9600,14.65,0.24,0,4,0
26,40000,3,3.0,5,2,9600,14.27,0.24,0,4,0
25,34000,3,7.0,4,3,9600,14.54,0.28,0,2,1
23,65100,0,1.0,3,2,9000,14.79,0.14,1,4,0
24,65158,0,9.0,5,1,18000,10.25,0.28,0,4,0
22,40000,3,0.0,3,2,9600,14.72,0.24,1,2,0
22,65200,0,1.0,0,0,4000,7.14,0.06,0,4,0
24,65200,0,5.0,3,1,3000,11.26,0.05,0,3,0
21,65253,0,5.0,5,0,16075,10.99,0.25,0,3,0
23,65280,2,4.0,3,1,18000,10.99,0.28,0,4,0
22,65338,0,6.0,1,1,6500,11.71,0.1,0,4,0
23,65400,0,4.0,5,3,20000,15.05,0.31,1,4,0
22,36000,3,3.0,1,3,9600,17.27,0.27,1,4,1
22,65416,0,6.0,1,0,8000,6.92,0.12,0,2,0
25,65454,0,9.0,0,1,8400,11.99,0.13,0,2,0
21,65496,0,3.0,5,1,13250,10.37,0.2,0,4,0
22,42500,3,1.0,1,2,9600,11.22,0.23,1,2,0
23,65500,0,3.0,4,1,16800,10.99,0.26,0,2,0
25,37200,3,6.0,2,0,9600,5.99,0.26,0,4,1
22,39000,3,5.0,4,3,9600,16.77,0.25,1,2,1
22,45000,3,2.0,1,2,9600,12.73,0.21,0,3,0
24,65544,2,4.0,1,1,5000,10.74,0.08,0,2,0
21,65592,0,5.0,1,3,3600,15.99,0.05,1,3,0
23,45000,3,2.0,1,1,9600,10.25,0.21,0,2,0
21,45000,3,3.0,3,1,9600,12.18,0.21,0,3,0
25,59600,0,5.0,1,4,6000,16.45,0.1,0,4,1
26,59600,0,9.0,5,4,21000,16.45,0.35,0,2,1
24,65600,0,8.0,5,0,10000,10.99,0.15,0,3,0
25,65600,0,1.0,3,2,10000,11.78,0.15,1,2,0
25,65707,0,1.0,1,3,2000,14.59,0.03,0,3,0
22,46000,3,0.0,0,1,9600,10.99,0.21,0,4,0
23,65748,0,6.0,1,0,8800,9.63,0.13,0,3,0
22,65856,0,6.0,3,2,16800,13.92,0.26,0,2,0
26,48000,3,0.0,1,2,9600,12.73,0.2,1,3,0
24,50000,3,0.0,2,0,9600,7.51,0.19,0,3,0
24,59964,0,0.0,0,1,1275,10.99,0.02,0,4,1
23,50000,3,2.0,1,2,9600,14.26,0.19,0,3,0
24,50500,3,7.0,2,0,9600,10.99,0.19,0,2,0
